frame_idx,complexity_score,residual_bits,actual_bits_used,target_bits,sideinfo_bits,gain_bits,tonal_bits,num_tonals,attack_ratio,transient_triggered,matrix_primary,matrix_modes,matrix_changed,weight_sum,weight_delta,gain_sum,gain_delta,gain_nonzero_bands,weight_vectors,gain_vectors
54,190.0,232.0,422.0,1536.0,852.0,506.0,337.0,0.0,0.6739734386119146,0,3,3,0,56.0,7.0,21.0,0.0,3.0,22;0;20;14 | 22;0;20;14,7;0;7;7 | 7;0;7;7
55,208.0,252.0,460.0,1536.0,890.0,544.0,337.0,0.0,0.6981132146768108,0,3,3,0,56.0,0.0,21.0,0.0,3.0,20;0;21;15 | 20;0;21;15,7;0;7;7 | 7;0;7;7
56,226.0,291.0,517.0,1536.0,947.0,601.0,337.0,0.0,0.6987590657942805,0,3,3,0,56.0,0.0,21.0,0.0,3.0,19;0;22;15 | 19;0;22;15,7;0;7;7 | 7;0;7;7
57,216.0,217.0,433.0,1536.0,863.0,517.0,337.0,0.0,0.6987590657942805,0,3,3,0,55.0,1.0,21.0,0.0,3.0,22;0;20;13 | 22;0;20;13,7;0;7;7 | 7;0;7;7
58,144.0,151.0,295.0,1536.0,725.0,379.0,337.0,0.0,0.6909569471061922,0,3,3,0,46.0,9.0,21.0,0.0,3.0,20;0;17;9 | 20;0;17;9,7;0;7;7 | 7;0;7;7
59,185.0,201.0,386.0,1536.0,816.0,470.0,337.0,0.0,0.625,0,3,3,0,48.0,2.0,21.0,0.0,3.0,21;0;17;10 | 21;0;17;10,7;0;7;7 | 7;0;7;7
60,216.0,264.0,480.0,1536.0,910.0,564.0,337.0,0.0,0.8123667798043669,0,3,3,0,60.0,12.0,21.0,0.0,3.0,21;2;22;15 | 21;2;22;15,7;0;7;7 | 7;0;7;7
61,216.0,304.0,520.0,1536.0,950.0,604.0,337.0,0.0,0.8123667798043669,0,3,3,0,67.0,7.0,28.0,7.0,4.0,21;6;24;16 | 21;6;24;16,7;7;7;7 | 7;7;7;7
62,224.0,318.0,542.0,1536.0,972.0,626.0,337.0,0.0,0.7379132397484389,0,3,3,0,71.0,4.0,28.0,0.0,4.0,24;8;23;16 | 24;8;23;16,7;7;7;7 | 7;7;7;7
63,159.0,214.0,373.0,1536.0,803.0,457.0,337.0,0.0,0.7379132397484389,0,3,3,0,53.0,18.0,21.0,7.0,3.0,22;0;19;12 | 22;0;19;12,7;0;7;7 | 7;0;7;7
64,149.0,167.0,316.0,1536.0,746.0,400.0,337.0,0.0,0.6775572941453949,0,3,3,0,45.0,8.0,21.0,0.0,3.0,20;1;16;8 | 20;1;16;8,7;0;7;7 | 7;0;7;7
65,176.0,284.0,460.0,1536.0,890.0,544.0,337.0,0.0,0.8191904830828859,0,3,3,0,69.0,24.0,28.0,7.0,4.0,20;11;23;15 | 20;11;23;15,7;7;7;7 | 7;7;7;7
66,223.0,329.0,552.0,1536.0,982.0,636.0,337.0,0.0,0.8911676804412345,0,3,3,0,76.0,7.0,28.0,0.0,4.0,21;15;24;16 | 21;15;24;16,7;7;7;7 | 7;7;7;7
67,184.0,272.0,456.0,1536.0,886.0,540.0,337.0,0.0,0.8911676804412345,0,3,3,0,71.0,5.0,28.0,0.0,4.0,22;11;23;15 | 22;11;23;15,7;7;7;7 | 7;7;7;7
68,141.0,189.0,330.0,1536.0,760.0,414.0,337.0,0.0,0.9470941906416633,0,3,3,0,59.0,12.0,28.0,0.0,4.0,21;15;16;7 | 21;15;16;7,7;7;7;7 | 7;7;7;7
69,194.0,287.0,481.0,1536.0,911.0,565.0,337.0,0.0,0.9470941906416633,0,3,3,0,78.0,19.0,28.0,0.0,4.0,22;18;23;15 | 22;18;23;15,7;7;7;7 | 7;7;7;7
70,224.0,324.0,548.0,1536.0,1050.0,632.0,409.0,0.0,1.037025314075615,0,3,3,0,78.0,0.0,28.0,0.0,4.0,19;22;20;17 | 19;22;20;17,7;7;7;7 | 7;7;7;7
71,177.0,297.0,474.0,1536.0,904.0,558.0,337.0,0.0,1.037025314075615,0,3,3,0,82.0,4.0,28.0,0.0,4.0,21;21;24;16 | 21;21;24;16,7;7;7;7 | 7;7;7;7
72,123.0,164.0,287.0,1536.0,717.0,371.0,337.0,0.0,1.0,0,3,3,0,57.0,25.0,21.0,7.0,3.0,19;18;16;4 | 19;18;16;4,7;7;7;0 | 7;7;7;0
73,211.0,307.0,518.0,1536.0,1020.0,602.0,409.0,0.0,1.078178827899686,0,3,3,0,74.0,17.0,28.0,7.0,4.0,17;21;20;16 | 17;21;20;16,7;7;7;7 | 7;7;7;7
74,210.0,336.0,546.0,1536.0,1048.0,630.0,409.0,0.0,1.2217741728247637,0,3,3,0,69.0,5.0,28.0,0.0,4.0,11;19;21;18 | 11;19;21;18,7;7;7;7 | 7;7;7;7
75,199.0,199.0,398.0,1536.0,900.0,482.0,409.0,0.0,1.3862296474100873,0,3,3,0,60.0,9.0,21.0,7.0,3.0,4;23;18;15 | 4;23;18;15,0;7;7;7 | 0;7;7;7
76,171.0,225.0,396.0,1536.0,898.0,480.0,409.0,0.0,1.3862296474100873,0,3,3,0,57.0,3.0,21.0,0.0,3.0,4;17;20;16 | 4;17;20;16,0;7;7;7 | 0;7;7;7
77,215.0,307.0,522.0,1536.0,1024.0,606.0,409.0,0.0,1.4090644666560896,0,3,3,0,69.0,12.0,28.0,7.0,4.0,6;21;23;19 | 6;21;23;19,7;7;7;7 | 7;7;7;7
